J000536.2+381543 1.40088 38.26215 4.50000 7.62000e-04 nan
J000537.8-273950 1.40768 -27.66411 4.60000 7.17000e-03 1.64087e-03
J000539.7+201047 1.41561 20.17986 4.50000 1.49000e-04 nan
J000540.7+202154 1.41994 20.36509 4.50000 5.86000e-04 nan
J000543.8+200353 1.43274 20.06485 4.40000 2.47000e-04 nan
J000543.9+381858 1.43311 38.31622 5.30000 8.90000e-04 3.12976e-07
J000544.4+201308 1.43516 20.21901 5.70000 5.78000e-05 nan
J000546.5-061700 1.44379 -6.28348 5.20000 1.46000e-03 nan
J000546.9+201350 1.44577 20.23078 4.70000 1.22000e-04 nan
J000547.3+200834 1.44746 20.14286 4.60000 7.99000e-05 nan
J000547.8+200034 1.44934 20.00959 4.00000 1.36000e-03 nan
J000548.5+702316 1.45236 70.38792 5.20000 8.09000e-04 nan
J000548.5-062148 1.45237 -6.36360 5.50000 1.24000e-03 nan
J000548.9+200624 1.45376 20.10691 3.70000 9.76000e-04 nan
J000548.9+201511 1.45409 20.25309 4.70000 1.24000e-04 nan
J000549.5+201308 1.45654 20.21892 3.60000 8.66000e-04 nan
J000550.1-274639 1.45911 -27.77776 6.20000 2.38000e-03 nan
J000550.7+201715 1.46160 20.28777 4.00000 4.03000e-04 nan
J000551.0-061358 1.46266 -6.23296 4.70000 2.55000e-03 nan
J000551.5+201529 1.46491 20.25807 4.50000 2.87000e-04 8.97674e-06
J000553.7+381413 1.47397 38.23710 4.30000 2.17000e-03 nan
J000554.5+142145 1.47711 14.36252 4.70000 8.03000e-04 nan
J000556.1+202416 1.48391 20.40450 4.90000 3.32000e-04 nan
J000556.6+201240 1.48592 20.21136 3.80000 2.48000e-04 nan
J000557.1+201125 1.48827 20.19041 4.10000 1.72000e-04 nan
J000557.1+382014 1.48822 38.33742 3.50000 4.22000e-02 1.34741e-04
J000557.2+200152 1.48835 20.03130 4.10000 5.52000e-04 nan
J000558.2+381204 1.49272 38.20127 5.60000 3.53000e-04 nan
J000558.2-062813 1.49261 -6.47036 3.60000 2.66000e-03 nan
J000558.5+200252 1.49390 20.04790 4.40000 2.14000e-04 nan
J000600.6+202030 1.50287 20.34170 4.30000 2.00000e-04 nan
J000601.3+200352 1.50557 20.06459 3.60000 1.22000e-03 1.69024e-08
J000602.1+202235 1.50879 20.37664 4.70000 3.43000e-04 nan
J000602.3+201402 1.50966 20.23415 4.60000 3.73000e-05 nan
J000604.5+202117 1.51915 20.35484 4.70000 1.39000e-04 nan
J000605.1+202223 1.52162 20.37327 4.70000 2.18000e-04 nan
J000605.1+382634 1.52146 38.44297 5.80000 7.99000e-04 nan
J000605.9+142615 1.52475 14.43766 5.70000 7.03000e-04 nan
J000606.3+201910 1.52666 20.31958 4.60000 8.20000e-05 nan
J000607.4+202018 1.53087 20.33851 3.90000 4.22000e-04 nan
J000607.4+382540 1.53100 38.42805 5.90000 4.32000e-04 nan
J000609.2-061336 1.53864 -6.22685 5.30000 1.75000e-03 nan
J000609.3+382231 1.53910 38.37540 9.60000 7.66000e-04 2.60994e-03
J000609.6+200227 1.54033 20.04108 5.00000 1.41000e-04 nan
J000609.6+201448 1.54027 20.24692 5.60000 8.07000e-04 nan
J000609.8-061609 1.54120 -6.26927 4.70000 8.43000e-04 nan
J000610.8+200348 1.54508 20.06351 3.90000 3.66000e-04 nan
J000612.7+201555 1.55321 20.26548 4.30000 2.36000e-05 nan
J000613.1+201818 1.55460 20.30501 3.60000 8.68000e-04 nan
J000613.8-062335 1.55777 -6.39329 1.50000 4.86000e-02 2.94786e-04
J000614.1+141556 1.55879 14.26571 4.20000 2.65000e-03 nan
J000615.5+201208 1.56489 20.20242 6.80000 0.00000e+00 nan
J000615.7+202205 1.56549 20.36825 4.60000 2.07000e-04 nan
J000615.7+202241 1.56576 20.37807 5.40000 1.19000e-04 nan
J000615.8-063126 1.56599 -6.52411 5.60000 7.29000e-04 nan
J000617.8-274434 1.57454 -27.74283 5.40000 1.75000e-03 nan
J000618.6+195957 1.57754 19.99928 8.70000 1.29000e-04 nan
J000619.2+200404 1.58020 20.06801 4.60000 4.82000e-05 nan
J000619.5+201209 1.58164 20.20255 2.70000 4.98000e-01 nan
J000619.6+382729 1.58195 38.45828 3.90000 3.27000e-03 nan
J000619.9+200813 1.58326 20.13707 4.50000 4.84000e-04 nan
J000620.0+202002 1.58373 20.33410 3.70000 6.46000e-04 nan
J000621.3-274420 1.58917 -27.73897 4.90000 2.29000e-03 nan
J000621.8-061437 1.59117 -6.24376 5.10000 5.21000e-04 nan
J000624.6-062058 1.60268 -6.34950 5.50000 1.07000e-03 nan
J000624.7+200712 1.60324 20.12003 4.50000 7.70000e-05 nan
J000625.8+200517 1.60788 20.08816 4.30000 1.59000e-04 nan
J000627.4+201538 1.61439 20.26059 4.30000 5.47000e-04 nan
J000628.0+200353 1.61686 20.06478 4.50000 1.14000e-04 nan
J000628.5+201815 1.61905 20.30424 4.30000 1.69000e-04 nan
J000628.6+143230 1.61943 14.54189 7.60000 6.06000e-03 nan
J000628.7-273929 1.61982 -27.65812 5.10000 9.43000e-04 nan
J000629.3+200538 1.62230 20.09399 4.50000 1.16000e-04 nan
J000629.7+200154 1.62381 20.03179 3.80000 1.05000e-03 nan
J000631.4+382747 1.63108 38.46324 4.80000 1.32000e-03 nan
J000633.5+201855 1.63959 20.31547 4.40000 1.22000e-04 nan
J000634.3+200251 1.64294 20.04758 5.50000 2.38000e-04 nan
J000634.7+202005 1.64487 20.33492 4.60000 1.47000e-04 nan
J000634.9+202248 1.64547 20.38026 8.00000 2.35000e-04 nan
J000635.5+200704 1.64802 20.11779 4.20000 9.34000e-05 nan
J000635.6+201819 1.64857 20.30543 4.50000 2.00000e-04 nan
J000636.1+201255 1.65077 20.21552 5.10000 1.49000e-04 nan
J000636.5+201739 1.65225 20.29431 4.10000 3.17000e-04 nan
J000636.8-275025 1.65348 -27.84035 5.00000 9.05000e-04 nan
J000637.9+200603 1.65818 20.10110 4.30000 2.81000e-04 nan
J000639.1+142156 1.66326 14.36559 4.10000 2.89000e-03 nan
J000639.3+201046 1.66380 20.17960 4.40000 9.83000e-05 nan
J000639.4+200430 1.66448 20.07518 3.60000 1.36000e-03 nan
J000640.1+200837 1.66734 20.14362 4.30000 9.92000e-05 nan
J000640.5+201128 1.66892 20.19118 3.80000 5.74000e-04 nan
J000640.9-062822 1.67052 -6.47283 5.20000 2.83000e-03 nan
J000641.1-275322 1.67128 -27.88965 4.50000 2.55000e-03 9.91530e-03
J000642.9+382338 1.67899 38.39411 5.70000 6.22000e-04 nan
J000643.0-274924 1.67932 -27.82350 5.70000 1.48000e-03 nan
J000644.4-062038 1.68528 -6.34404 5.30000 1.75000e-03 nan
J000644.9+201117 1.68745 20.18832 3.60000 9.72000e-04 nan
J000647.7+201156 1.69900 20.19894 5.40000 7.93000e-05 nan
J000648.2+201718 1.70116 20.28833 3.90000 2.80000e-04 nan
J000649.7+200338 1.70717 20.06077 4.10000 5.48000e-04 nan
J000650.3-275319 1.70961 -27.88876 6.10000 1.08000e-03 nan
J000651.2-062221 1.71340 -6.37272 4.80000 1.42000e-03 nan
J000651.8+200635 1.71611 20.10982 5.60000 1.54000e-05 nan
J000654.9+202014 1.72904 20.33741 4.70000 3.43000e-04 nan
