MJD mag magerr flux fluxerr
58703.3954329262 2.8072422353 0.032483255 0.0753534439 0.0022545133
58703.395467662 2.7795115804 0.0324566156 0.0773028254 0.0023109405
58703.3955023978 2.7631891088 0.03183958 0.0784737409 0.0023013456
58703.3955371336 2.7922505315 0.0320224293 0.076401131 0.0022534308
58703.3955718694 2.7459689542 0.0315627541 0.0797282843 0.0023178081
58703.3956066052 2.7866008904 0.0326938149 0.0767997213 0.0023126793
58703.395641341 2.7112957374 0.0308394061 0.082315516 0.0023381796
58703.3956760768 2.8120470582 0.0326051985 0.0750207112 0.0022529844
58703.3957108126 2.8056020252 0.0328428361 0.0754673656 0.0022829164
58703.3957455484 2.7805889603 0.032525478 0.0772261556 0.0023135467
58703.3957802842 2.7705604083 0.0320670893 0.0779427701 0.0023021072
58703.39581502 2.7327474075 0.0308646527 0.0807051106 0.0022943126
58703.3958497558 2.8119954006 0.0328892668 0.0750242806 0.0022727214
58703.3958844916 2.7830442407 0.0323174498 0.077051714 0.0022935571
58703.3959192274 2.7763457427 0.0321085151 0.0775285574 0.0022928312
58703.3959539632 2.8213320687 0.0331233056 0.0743818837 0.0022692953
58703.395988699 2.7957795827 0.0324936971 0.0761532017 0.0022791739
58703.3960234348 2.747648597 0.0312284444 0.0796050393 0.0022897131
58703.3960581706 2.8132172615 0.0331273188 0.0749398976 0.0022865966
58703.3960929064 2.769812635 0.0317092866 0.0779964697 0.0022779888
58703.3961276422 2.789904181 0.0323807632 0.0765664176 0.0022835765
58703.396162378 2.827661971 0.0329011431 0.0739494948 0.0022409716
58703.3961971138 2.8215457099 0.0337410598 0.0743672489 0.0023111631
58703.3962318496 2.7760263253 0.0323375759 0.0775513692 0.0023098676
58703.3962665854 2.7693121163 0.0318696161 0.078032434 0.0022905625
58703.3963013212 2.8126494663 0.0331506097 0.0749790983 0.0022894011
58703.396336057 2.7502510627 0.0312918773 0.0794144578 0.0022888712
58703.3963707928 2.7940494723 0.0329369475 0.0762746478 0.0023139487
58703.3964055286 2.7621741818 0.0319628299 0.0785471311 0.0023124147
58703.3964402644 2.7772127944 0.0324946335 0.077466669 0.0023185512
58703.3964750002 2.7947418631 0.0325111803 0.0762260218 0.0022825808
58703.396509736 2.8092869034 0.0331702869 0.0752116712 0.0022978656
58703.3965444718 2.7833466895 0.0321944111 0.077030253 0.0022841887
58703.3965792076 2.8416166793 0.0335063919 0.0730051215 0.0022530517
58703.3966139434 2.8129768607 0.0332399147 0.0749564924 0.0022948765
58703.3966486792 2.8209791937 0.0332280351 0.0744060625 0.0022772103
58703.396683415 2.7659932316 0.0320602477 0.0782713289 0.0023113182
58703.3967181508 2.7465134338 0.0315183188 0.0796883118 0.0023133846
58703.3967528866 2.7910613917 0.0323994274 0.0764848542 0.0022824588
58703.3967876224 2.7637436284 0.0318946247 0.0784336722 0.0023041471
58703.3968223582 2.7420792693 0.0313533567 0.0800144257 0.0023106943
58703.396857094 2.7869711594 0.0318096334 0.0767735347 0.0022493672
58703.3968918298 2.7795619951 0.0319807605 0.0772992361 0.0022769534
58703.3969265656 2.8473989098 0.0338588506 0.0726173567 0.002264659
58703.3969613014 2.8037539568 0.0330769372 0.0755959305 0.0023031057
58703.3969960372 2.7709799813 0.0321781659 0.0779126556 0.0023091889
58703.3970307729 2.8019793378 0.032542144 0.0757195919 0.0022695753
58703.3970655087 2.7552707662 0.0320110378 0.0790481469 0.0023306744
58703.3971002445 2.77590987 0.0323829833 0.0775596878 0.0023133592
58703.3971459375 2.8394839308 0.0333988896 0.0731486689 0.0022502389
58703.3971806733 2.7912181419 0.0321671002 0.0764738127 0.0022657648
58703.3972154091 2.8163066333 0.0330543665 0.0747269655 0.0022750783
58703.3972501449 2.7641264976 0.0318214098 0.0784060185 0.0022980474
58703.3972848807 2.8310678947 0.033381323 0.0737178808 0.0022665565
58703.3973196165 2.7622684613 0.0318366002 0.0785403108 0.0023030823
58703.3973543523 2.7697219848 0.0318177998 0.0780029821 0.0022859752
58703.3973890881 2.7668553025 0.0319940706 0.0782092064 0.0023047167
58703.3974238239 2.7922677166 0.0325274653 0.0763999217 0.0022889341
